ACC,PPG_Rate,PPG_Quality,PPG_Peaks,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime,TEMP,label,subject_id
64.01750239505867,48.0,0.5759996521416694,0.0,0.40178834002963854,0.0005496599703558136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.07,0.0,S01
64.58361073773419,48.0,0.5759996521416694,0.0,0.4019415920113028,0.00039640798869133837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.84660651447986,48.0,0.5759996521416694,0.0,0.40209596524025093,-0.002320965240256845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.72933960515965,48.0,0.5759996521416694,0.0,0.40225150684975136,-0.001194506849757152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.88878774367504,48.0,0.8553780370677484,1.0,0.40240822432212453,-7.022432213014203e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.854273148656,48.0,0.8553780370677484,0.0,0.40256608566812485,-0.00022808566813032444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
65.167714059883,48.0,0.8553780370677484,0.0,0.4027250439884284,0.002175956011566239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.17746336772784,48.0,0.8553780370677484,0.0,0.4028850619917901,-0.001828061991795408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.62859666263456,48.0,0.8553780370677484,0.0,0.4030461150976823,0.0005728849023124828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.01513918771725,48.0,0.535613950195694,1.0,0.40320817312001106,-0.0021511731200161326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.12855863493634,53.553719008264466,0.535613950195694,0.0,0.40337117885641216,-0.0010331788564170372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.67517484468591,68.21052631578947,0.535613950195694,0.0,0.4035350388576049,0.0013659611423905986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.8519680887312,80.0,0.7974788939043224,1.0,0.4036996416449329,0.0012013583550628717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,S01
64.84116135355208,75.71271080660004,0.7974788939043224,0.0,0.403864897269186,0.002317102730810062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.84298303735156,66.85922552719022,0.7974788939043224,0.0,0.4040307615701527,-0.0016927615701563237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.70074600231794,58.18960989853581,0.7974788939043224,0.0,0.4041972207113012,-0.0005782207113044521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.88980159542452,51.7296116232889,0.7974788939043224,0.0,0.404364257369842,0.0005367426301550633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.85347925051585,48.0,0.9250991801018106,1.0,0.40453183522977487,-0.0021938352297775554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.98461756638038,45.80557079606497,0.9250991801018106,0.0,0.4046998987238147,0.0014821012761829103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.98172690190965,43.86724668849895,0.9250991801018106,0.0,0.4048683727526661,-0.0025303727526683256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.86574644831327,42.26319135410045,0.9250991801018106,0.0,0.4050371654364487,0.0024258345635492884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.95470410338717,41.04923731333043,0.9250991801018106,0.0,0.40520618611655984,0.002256813883438272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.94322375201921,40.27508834913334,0.9250991801018106,0.0,0.40537537555845765,-0.0017563755584593728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.850566028315,40.0,0.5463464323884133,1.0,0.40554471171896506,0.0019182882810334571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.89915973567341,40.70556309362279,0.5463464323884133,0.0,0.4057141880275653,-0.0020951880275666595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.7109505535356,42.492917847025495,0.5463464323884133,0.0,0.405883797769547,0.0015792022304518547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.13,0.0,S01
64.72279796289719,44.84304932735426,0.5463464323884133,0.0,0.4060535367846394,0.0014094632153594513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.13,0.0,S01
64.52293100258997,47.02194357366771,0.5463464323884133,0.0,0.406223415320928,-0.002604415320929176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.13,0.0,S01
64.75687244855143,48.0,0.6488574145823727,1.0,0.40639345156273365,0.001069548437265106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.13,0.0,S01
64.77160759093704,48.0,0.6488574145823727,0.0,0.4065636498872504,-0.0016626498872518458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.52373837478613,48.0,0.6488574145823727,0.0,0.40673399133329285,-0.0005519913332944249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.67871203969862,48.0,0.6488574145823727,0.0,0.40690443933246206,0.003121560667536336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.40126988376745,48.0,0.6488574145823727,0.0,0.4070749606985787,-0.0021739606985804088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.76810237406288,48.0,0.6999663408166775,1.0,0.4072455405052506,0.0014994594947474985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.51386999088112,49.54838709677419,0.6999663408166775,0.0,0.40741616948143017,-0.0025151694814323352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.90357738685223,53.333333333333336,0.6999663408166775,0.0,0.4075868283495751,0.0024391716504225027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.47125309782632,57.744360902255636,0.6999663408166775,0.0,0.4077574996386064,0.002268500361390987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.59787370619465,60.0,0.6986954425655321,1.0,0.4079281978141414,-0.0017461978141442582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.69824255697996,58.89818098987992,0.6986954425655321,0.0,0.4080989688737188,-0.0006359688737217504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.88005021633592,56.27876124538784,0.6986954425655321,0.0,0.4082698532987339,-0.000806853298736777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
64.60915302142133,53.13579473730563,0.6986954425655321,0.0,0.40844086732453155,0.0015851326754655775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,S01
